cmn	number	气温降到了零下5度，9点45分回升了2.5度。
cmn	number	赔率是3比1，答案是42，0.5%是一半。
cmn	date	他们在2024年3月4日见面；那天其实是5月21日。
cmn	date	1999年12月25日，第二版出版了。
cmn	date	3/4/2024，也就是2024年3月4日。
cmn	currency	它花了1,234.56元，或99.95欧元，或50英镑。
cmn	currency	在45元上加了15%的小费，省了2角钱。
cmn	currency	价格一年内从1,234.56元涨到了1,400元。
cmn	measurement	房间长12英尺宽8米；重2.5公斤，容量3升。
cmn	measurement	向北开5公里，时速90公里，气温36摄氏度。
cmn	measurement	体重90公斤，时速15公里，气温20度。
cmn	roman-numeral	第IV章从第42行开始；亨利八世在位。
cmn	roman-numeral	见第2章b节、第iii小节、第XIX段。
cmn	roman-numeral	路易十四见过伊丽莎白二世；教皇庇护十二世在位。
cmn	dialogue	他说："我不能——好吧，我不愿意。"她回答："你来吗？"
cmn	dialogue	"小心，"他说，"小心......永远都小心。"
cmn	dialogue	——你来了？——来了。票也带来了，当然。
cmn	heading	第一章：一场意外的宴会
cmn	heading	第二部——路还在继续
cmn	heading	附录A：发音指南
cmn	footnote	详情见注1。¹
cmn	footnote	这一说法有争议。² 其他学者不同意。³
cmn	footnote	如表2†所示，趋势仍在持续。‡
cmn	page-furniture	第42页，共320页 —— 接上页 —— 本章完。
cmn	page-furniture	第137页，第8-19行，书眉：远征队
cmn	page-furniture	第89页 —— 原版此处空白 —— 见第90页。
cmn	url-code	访问 https://example.com/path?q=1&x=2 或发邮件给 a@b.co。
cmn	url-code	变量 x_1 等于 foo(bar, 2)；if (a && b) return;
cmn	url-code	运行 npm run build --watch，或打开 C:\Users\doc\README.md。
cmn	long-paragraph	菜市场在天亮之前就开始了。卡车还在人行道上轰隆作响，摊主已经把橙子堆成小山。第一批顾客挑得很仔细，捏一捏，问一问，然后才决定。到了八点，不赶时间的人来了，市场慢了半拍。中午的日头把犹豫的人晒走了，摊子一直歇到下午。这是任何旅游指南都不写的一场仪式，也正因为如此，它才长久。
cmn	long-paragraph	小区的旧书店换了三次主人，招牌却还是原来那一块。书架上的书从来没按字母排过，老板说按记忆排找得更快。买书的老人坐在窗边，一坐就是一下午。有人来找五十年前的地图，有人只来借一支铅笔。老板娘从不催促，也不多问。关灯的时候，整条街安静下来，像一本厚书被合上了。
cmn	speed-transition	等等——不对。那个......那个不对。停。看。走！
cmn	speed-transition	一。二......三？不——四。四，四，四。
hi	name	डॉ. शर्मा और श्री गुप्ता दिल्ली में मिले।
hi	name	राम, सीता और लक्ष्मण अयोध्या गए।
hi	name	एल्विस प्रेस्ली, एलिज़ाबेथ द्वितीय और संत पॉल पुस्तक में हैं।
hi	honorific	श्रीमती दल्लो, डॉ. वर्मा और प्रोफेसर मेहरा दोपहर में पहुँचे।
hi	honorific	श्रीमान गुप्ता जी ने श्रीमती राव से डॉ. अय्यर के बारे में पूछा।
hi	abbreviation	उन्होंने जैसे पहला अध्याय, अर्थात् पृष्ठ 5, पढ़ा और आदि नोट किया।
hi	abbreviation	भारत, यू.के. और यू.एस. के प्रतिनिधि सुबह 8 बजे मिले।
hi	number	वहाँ 1,204,567 लोग थे; पाई 3.14159 है; और 0.5% आधा है।
hi	number	तापमान घटकर −5 डिग्री हुआ, फिर 9:45 बजे 2.5 डिग्री बढ़ा।
hi	number	ऑक्स 3 के बदले 1 था, उत्तर 42 था, और 0.5% आधा है।
hi	date	3/4/2024 को, यानी 4 मार्च 2024 को, वे मिले; 21 मई था।
hi	date	25 दिसंबर 1999 को दूसरा संस्करण निकला।
hi	date	सन् 1999 में, 25/12 को, सब बंद था; 2024 में, कुछ नहीं।
hi	currency	इसकी कीमत ₹1,234.56, या €99.95, या £50 थी।
hi	currency	₹45 पर 15% बख्शीश, और 20 पैसे बचे।
hi	number	कीमत एक साल में ₹1,234.56 से ₹1,400 हो गई।
hi	measurement	कमरा 12 फीट × 8 मीटर था; वज़न 2.5 किलो, क्षमता 3 लीटर।
hi	measurement	उत्तर में 5 किमी, 90 किमी/घंटा की रफ़्तार, छाया में 36 डिग्री।
hi	measurement	वज़न 90 किलो, रफ़्तार 15 किमी/घंटा, तापमान 20 डिग्री।
hi	roman-numeral	अध्याय IV पंक्ति xlii से शुरू होता है; राजा हेनरी VIII ने शासन किया।
hi	roman-numeral	खंड 2.b, उपखंड iii, अनुच्छेद XIX देखें।
hi	roman-numeral	लुई चौदहवें मिले एलिज़ाबेथ द्वितीय से; पोप पायस बारहवें ने देखा।
hi	dialogue	उन्होंने कहा, "मैं नहीं कर सकता — नहीं, नहीं करूँगा।" उसने जवाब दिया, "आओगे?"
hi	dialogue	"सावधान," उसने कहा। "सावधान... हर बार, हर बार।"
hi	dialogue	— आए? — आया। और टिकट भी लाया, बिलकुल।
hi	heading	अध्याय एक: एक अनचाही दावत
hi	heading	दूसरा भाग — राह चलती जाती है
hi	heading	परिशिष्ट A: उच्चारण गाइड
hi	footnote	विवरण के लिए टिप्पणी 1 देखें।¹
hi	footnote	यह दावा विवादित है।² अन्य विद्वान असहमत हैं।³
hi	footnote	जैसा तालिका 2† दिखाती है, रुझान बना हुआ है।‡
hi	page-furniture	पृष्ठ 42 / 320 — पिछले से जारी — अध्याय समाप्त।
hi	page-furniture	पृष्ठ 137, पंक्तियाँ 8-19, शीर्ष: संगत
hi	page-furniture	पृष्ठ 89 — मूल में रिक्त — पृष्ठ 90 देखें।
hi	url-code	https://example.com/path?q=1&x=2 देखें या a@b.co पर लिखें।
hi	url-code	चर x_1 = foo(bar, 2); if (a && b) return;
hi	url-code	npm run build --watch चलाएँ, या C:\Users\doc\README.md खोलें।
hi	long-paragraph	सुबह का बाज़ार सूरज उगने से पहले शुरू हो जाता है। ट्रक अभी गली में गरज रहे होते हैं और ठेलेवाले संतरों के ढेर लगा चुके होते हैं। पहली फ़ेरी के ग्राहक दबाकर देखते हैं, पूछते हैं, फिर तय करते हैं। आठ बजे वे लोग आते हैं जिनके पास समय है, और बाज़ार आधी रफ़्तार पर आ जाता है। दोपहर की धूप संकोची लोगों को भगा देती है और दुकानें शाम तक सो जाती हैं। यह वह रीति है जो किसी गाइड में नहीं लिखी, और इसीलिए टिकी हुई है।
hi	long-paragraph	मोहल्ले की पुरानी किताबों की दुकान तीन बार बदली, पर बोर्ड वही रहा। अलमारियों की किताबें कभी वर्णानुक्रम से नहीं लगी थीं; दुकानदार कहता था याद से जल्दी मिलती हैं। बुज़ुर्ग खरीदार खिड़की के पास बैठते थे और आधी दोपहर वैसे ही बीत जाती थी। कोई पचास साल पुराना नक़्शा माँगता था, कोई सिर्फ़ एक पेंसिल उधार। दुकानदार कभी जल्दी नहीं करता था। बत्ती बुझते ही गली वैसे शांत हो जाती थी जैसे कोई मोटी किताब बंद हो जाती है।
hi	speed-transition	रुको — नहीं। वह... वह ठीक नहीं। रुको। देखो। चलो!
hi	speed-transition	एक। दो... तीन? नहीं — चार। चार, चार, चार।
